지역번호,지점명,일자,시간,기온(C),풍속(m/s),습도(%)
2,부산,2020-08-11,12,29.5,5.6,77
3,대구,2020-08-11,12,31.7,1.6,58
4,인천,2020-08-11,12,23.6,2.6,93
5,광주,2020-08-11,12,28.7,2.5,96
6,대전,2020-08-11,12,26.4,1,96
7,울산,2020-08-11,12,31.2,3.9,65
8,강릉,2020-08-11,12,22.6,1.4,97
9,제주,2020-08-11,12,29.2,4.8,78
1,서울,2020-08-11,13,25.9,3.1,90
2,부산,2020-08-11,13,28.1,5.4,81
3,대구,2020-08-11,13,32.2,3,57
4,인천,2020-08-11,13,24.7,3.7,75
5,광주,2020-08-11,13,27.5,3.6,99
6,대전,2020-08-11,13,26,1.6,96
7,울산,2020-08-11,13,32.4,3.4,65
8,강릉,2020-08-11,13,23.4,1.7,97
9,제주,2020-08-11,13,31,5.5,73
1,서울,2020-08-11,14,27,3.6,80
2,부산,2020-08-11,14,25.9,6,95
3,대구,2020-08-11,14,32.3,1.8,58
4,인천,2020-08-11,14,24.5,4.3,79
5,광주,2020-08-11,14,28.3,3.3,98
6,대전,2020-08-11,14,26.8,0.7,95
7,울산,2020-08-11,14,30.7,4.8,70
8,강릉,2020-08-11,14,26,2.2,83
9,제주,2020-08-11,14,30.4,4.9,81
1,서울,2020-08-11,15,26.4,3.1,83
2,부산,2020-08-11,15,25.6,4.1,92
3,대구,2020-08-11,15,29.1,2.3,73
4,인천,2020-08-11,15,24.7,3.1,81
5,광주,2020-08-11,15,28.4,1.7,97
6,대전,2020-08-11,15,27.8,0.9,87
7,울산,2020-08-11,15,29.2,3.2,79
8,강릉,2020-08-11,15,28.2,4,71
9,제주,2020-08-11,15,33.5,5.3,64
1,서울,2020-08-11,16,26.3,3.4,83
2,부산,2020-08-11,16,24.4,6.2,95
3,대구,2020-08-11,16,28.4,1.1,80
4,인천,2020-08-11,16,24.6,2.9,85
5,광주,2020-08-11,16,28.1,3.9,98
6,대전,2020-08-11,16,27.8,0.7,89
7,울산,2020-08-11,16,28.3,2.6,84
8,강릉,2020-08-11,16,29.6,4.4,65
9,제주,2020-08-11,16,32.7,6.6,63
1,서울,2020-08-11,17,26.2,2.8,84
2,부산,2020-08-11,17,24.7,4.8,95
3,대구,2020-08-11,17,28.7,2.1,76
4,인천,2020-08-11,17,24.8,2.4,85
5,광주,2020-08-11,17,27.4,2.4,99
6,대전,2020-08-11,17,27,0.9,92
7,울산,2020-08-11,17,27.9,3.8,85
8,강릉,2020-08-11,17,30.6,3,61
9,제주,2020-08-11,17,32.4,5.9,64
1,서울,2020-08-11,18,26.1,1.5,86
2,부산,2020-08-11,18,24.5,1.7,96
3,대구,2020-08-11,18,28.2,1.4,79
4,인천,2020-08-11,18,24.7,2.4,86
5,광주,2020-08-11,18,26.8,3.1,99
6,대전,2020-08-11,18,26.8,0.7,94
7,울산,2020-08-11,18,27.7,3.4,86
8,강릉,2020-08-11,18,29.8,3,61
9,제주,2020-08-11,18,30.9,5,71
1,서울,2020-08-11,19,25.9,1.7,86
2,부산,2020-08-11,19,23.6,3.5,97
3,대구,2020-08-11,19,28.2,1.1,75
4,인천,2020-08-11,19,24.6,3.1,87
5,광주,2020-08-11,19,26.9,2.6,99
6,대전,2020-08-11,19,25.2,1.1,97
7,울산,2020-08-11,19,27.2,2.1,86
8,강릉,2020-08-11,19,29,1.8,64
9,제주,2020-08-11,19,30.5,4.8,72
1,서울,2020-08-11,20,25.7,2.8,88
2,부산,2020-08-11,20,23.9,4,98
3,대구,2020-08-11,20,27.5,0.6,79
4,인천,2020-08-11,20,24.4,1.3,89
5,광주,2020-08-11,20,27,2.8,99
6,대전,2020-08-11,20,25,0.1,97
7,울산,2020-08-11,20,24.2,0.8,98
8,강릉,2020-08-11,20,28.6,2.7,65
9,제주,2020-08-11,20,30.2,5.7,75
1,서울,2020-08-11,21,25.4,1.2,88
2,부산,2020-08-11,21,24.6,2.6,98
3,대구,2020-08-11,21,26.5,1.2,89
4,인천,2020-08-11,21,24.4,0.9,88
5,광주,2020-08-11,21,26.8,2.8,99
6,대전,2020-08-11,21,24.7,0.6,97
7,울산,2020-08-11,21,24.9,1.9,98
8,강릉,2020-08-11,21,28.3,2.6,66
9,제주,2020-08-11,21,30.3,4.5,72
1,서울,2020-08-11,22,25.4,0.8,88
2,부산,2020-08-11,22,24.1,2.1,97
3,대구,2020-08-11,22,25.8,0.5,94
4,인천,2020-08-11,22,24.1,1.9,90
5,광주,2020-08-11,22,26.3,2.6,99
6,대전,2020-08-11,22,24.8,0.7,97
7,울산,2020-08-11,22,25.4,2.8,98
8,강릉,2020-08-11,22,28.2,2.9,67
9,제주,2020-08-11,22,30.3,3.2,72
1,서울,2020-08-11,23,24.9,1.2,90
2,부산,2020-08-11,23,25.3,3.1,97
3,대구,2020-08-11,23,25.8,1.4,93
4,인천,2020-08-11,23,23.9,1.8,92
5,광주,2020-08-11,23,26.2,3,99
6,대전,2020-08-11,23,24.8,0.4,97
7,울산,2020-08-11,23,25.8,1.7,98
8,강릉,2020-08-11,23,27.7,1.9,69
9,제주,2020-08-11,23,30.3,3.2,72
1,서울,2020-08-12,0,24.6,1.8,91
2,부산,2020-08-12,0,25.6,3,96
3,대구,2020-08-12,0,25.5,0,94
4,인천,2020-08-12,0,23.8,1.7,91
5,광주,2020-08-12,0,26.3,3,99
6,대전,2020-08-12,0,24.9,0.1,97
7,울산,2020-08-12,0,24.5,1.9,98
8,강릉,2020-08-12,0,26.2,0.5,76
9,제주,2020-08-12,0,30.2,2.5,72
1,서울,2020-08-12,1,24.3,1.5,92
2,부산,2020-08-12,1,25.3,4.1,97
3,대구,2020-08-12,1,25.5,0.2,95
4,인천,2020-08-12,1,23.6,1.2,92
5,광주,2020-08-12,1,26.3,2.8,99
6,대전,2020-08-12,1,24.9,0,97
7,울산,2020-08-12,1,24.4,0,98
8,강릉,2020-08-12,1,25.7,0.7,78
9,제주,2020-08-12,1,29.7,3.6,76
1,서울,2020-08-12,2,24.1,1.3,93
2,부산,2020-08-12,2,25.5,5.5,94
3,대구,2020-08-12,2,25.4,0.3,95
4,인천,2020-08-12,2,23.6,1.2,92
5,광주,2020-08-12,2,26.3,2.7,99
6,대전,2020-08-12,2,25,0.2,97
7,울산,2020-08-12,2,24.3,0.9,98
8,강릉,2020-08-12,2,26.2,1.3,76
9,제주,2020-08-12,2,29.3,0.7,75
1,서울,2020-08-12,3,23.8,1.3,94
2,부산,2020-08-12,3,25.7,4,94
3,대구,2020-08-12,3,25.1,0.2,96
4,인천,2020-08-12,3,23.4,0.9,94
5,광주,2020-08-12,3,26.2,2.2,99
6,대전,2020-08-12,3,24.9,0.1,97
7,울산,2020-08-12,3,24.9,0.6,98
8,강릉,2020-08-12,3,26,1.6,76
9,제주,2020-08-12,3,28.9,0.7,78
1,서울,2020-08-12,4,23.6,2.1,95
2,부산,2020-08-12,4,24.8,3,96
3,대구,2020-08-12,4,25.1,0.2,96
4,인천,2020-08-12,4,23.5,1.1,92
5,광주,2020-08-12,4,26.4,1.3,99
6,대전,2020-08-12,4,25,0.5,97
7,울산,2020-08-12,4,25.5,1.1,98
8,강릉,2020-08-12,4,26.2,1.9,75
9,제주,2020-08-12,4,28.4,0.4,81
1,서울,2020-08-12,5,23.6,1.4,96
2,부산,2020-08-12,5,25.1,4.3,96
3,대구,2020-08-12,5,25,0.5,96
4,인천,2020-08-12,5,23.6,1.2,92
5,광주,2020-08-12,5,26.4,1.1,99
6,대전,2020-08-12,5,25.1,0.8,97
7,울산,2020-08-12,5,24.8,0,98
8,강릉,2020-08-12,5,27.6,3,67
9,제주,2020-08-12,5,28.4,1.9,81
1,서울,2020-08-12,6,23.7,1.8,96
2,부산,2020-08-12,6,25.4,4,95
3,대구,2020-08-12,6,25,0.1,96
4,인천,2020-08-12,6,23.8,1.6,92
5,광주,2020-08-12,6,25.8,0.5,99
6,대전,2020-08-12,6,25.2,0.4,97
7,울산,2020-08-12,6,24.5,0.2,98
8,강릉,2020-08-12,6,27.4,1.4,68
9,제주,2020-08-12,6,28.3,0.9,83
1,서울,2020-08-12,7,24,1.6,96
2,부산,2020-08-12,7,25.9,3.8,93
3,대구,2020-08-12,7,26.7,0.9,94
4,인천,2020-08-12,7,24,2.5,92
5,광주,2020-08-12,7,25.9,0.6,99
6,대전,2020-08-12,7,25.3,0.8,97
7,울산,2020-08-12,7,27.3,0.5,98
8,강릉,2020-08-12,7,28.3,2.3,67
9,제주,2020-08-12,7,28.5,1.3,83
1,서울,2020-08-12,8,24.8,1.8,93
2,부산,2020-08-12,8,26.7,1.9,91
3,대구,2020-08-12,8,27,1.8,89
4,인천,2020-08-12,8,24.5,0.8,86
5,광주,2020-08-12,8,26,1.2,99
6,대전,2020-08-12,8,26.5,0.2,97
7,울산,2020-08-12,8,28.8,0.9,83
8,강릉,2020-08-12,8,29,2,66
9,제주,2020-08-12,8,29.6,1.3,79
1,서울,2020-08-12,9,25.7,1.6,89
2,부산,2020-08-12,9,26.8,2.4,92
3,대구,2020-08-12,9,28.2,1.5,83
4,인천,2020-08-12,9,25.3,1.3,85
5,광주,2020-08-12,9,27.3,1.9,99
6,대전,2020-08-12,9,27.4,0.4,97
7,울산,2020-08-12,9,30,2.8,76
8,강릉,2020-08-12,9,30.6,2.3,61
9,제주,2020-08-12,9,31,3.2,71
1,서울,2020-08-12,10,26.7,2,87
2,부산,2020-08-12,10,25.8,3.4,97
3,대구,2020-08-12,10,28.8,1.5,81
4,인천,2020-08-12,10,26.3,2.2,79
5,광주,2020-08-12,10,28,2.1,98
6,대전,2020-08-12,10,28.5,1.2,94
7,울산,2020-08-12,10,30.7,3.2,73
8,강릉,2020-08-12,10,31.9,2,58
9,제주,2020-08-12,10,32.3,3.9,66
1,서울,2020-08-12,11,27.6,2.1,83
2,부산,2020-08-12,11,26.1,2.8,96
3,대구,2020-08-12,11,29.4,0.8,76
4,인천,2020-08-12,11,27.1,1.8,76
5,광주,2020-08-12,11,28.8,1.9,95
6,대전,2020-08-12,11,29.3,1,88
7,울산,2020-08-12,11,31.1,1.4,75
8,강릉,2020-08-12,11,31.3,1.2,61
9,제주,2020-08-12,11,33.5,5.7,57
1,서울,2020-08-12,12,28.2,1.7,82
2,부산,2020-08-12,12,25.6,1.4,97
3,대구,2020-08-12,12,29.5,1.2,77
4,인천,2020-08-12,12,28.1,2,71
5,광주,2020-08-12,12,30.5,3.2,92
6,대전,2020-08-12,12,29.3,1.1,89
7,울산,2020-08-12,12,25.5,2.7,98
8,강릉,2020-08-12,12,32.4,1.9,59
9,제주,2020-08-12,12,34,7,54
1,서울,2020-08-12,13,29.6,0.9,76
2,부산,2020-08-12,13,26.1,5.3,97
3,대구,2020-08-12,13,31.2,1,68
4,인천,2020-08-12,13,28.4,2.8,71
5,광주,2020-08-12,13,30.2,4.2,84
6,대전,2020-08-12,13,28.7,1.1,93
7,울산,2020-08-12,13,25.4,1.9,98
8,강릉,2020-08-12,13,31.8,2,61
9,제주,2020-08-12,13,34.2,7.4,56
1,서울,2020-08-12,14,31.2,2.3,71
2,부산,2020-08-12,14,25.5,5,97
3,대구,2020-08-12,14,32,2.2,60
4,인천,2020-08-12,14,28.1,3.1,72
5,광주,2020-08-12,14,29.6,3.4,87
6,대전,2020-08-12,14,27.9,1.9,97
7,울산,2020-08-12,14,27.1,1.6,98
8,강릉,2020-08-12,14,32.3,1.4,64
9,제주,2020-08-12,14,33.7,7.9,56
1,서울,2020-08-12,15,30.9,2.6,69
2,부산,2020-08-12,15,25.6,4.2,96
3,대구,2020-08-12,15,33.2,2.1,56
4,인천,2020-08-12,15,29,1.8,67
5,광주,2020-08-12,15,28.5,4.8,94
6,대전,2020-08-12,15,28.2,0.3,97
7,울산,2020-08-12,15,28,2.2,95
8,강릉,2020-08-12,15,33.5,1.9,56
9,제주,2020-08-12,15,33.6,6.6,58
1,서울,2020-08-12,16,30.5,2.4,71
2,부산,2020-08-12,16,27.2,4,91
3,대구,2020-08-12,16,33.3,2.7,55
4,인천,2020-08-12,16,29.1,1.5,66
5,광주,2020-08-12,16,28.7,4.2,91
6,대전,2020-08-12,16,29.5,0.3,93
7,울산,2020-08-12,16,27.9,2,98
8,강릉,2020-08-12,16,33.7,2.6,51
9,제주,2020-08-12,16,33.7,6,57
1,서울,2020-08-12,17,30.5,2.3,71
2,부산,2020-08-12,17,28.2,5.1,82
3,대구,2020-08-12,17,32.5,3.4,57
4,인천,2020-08-12,17,29.2,1.9,68
5,광주,2020-08-12,17,29,3.1,92
6,대전,2020-08-12,17,29.3,0.7,94
7,울산,2020-08-12,17,29.5,2.5,84
8,강릉,2020-08-12,17,33.6,1.6,56
9,제주,2020-08-12,17,34,4.3,56
1,서울,2020-08-12,18,30.1,2.2,72
2,부산,2020-08-12,18,27,2.7,88
3,대구,2020-08-12,18,32.6,1.5,58
4,인천,2020-08-12,18,28,3,77
5,광주,2020-08-12,18,28.4,3.2,95
6,대전,2020-08-12,18,29,0.7,94
7,울산,2020-08-12,18,28.7,1.3,89
8,강릉,2020-08-12,18,33.1,1.4,58
9,제주,2020-08-12,18,33.3,3.5,56
1,서울,2020-08-12,19,29.3,2.7,82
2,부산,2020-08-12,19,25.9,2.8,88
3,대구,2020-08-12,19,31.3,1.9,65
4,인천,2020-08-12,19,27.8,0.9,83
5,광주,2020-08-12,19,28,2.7,95
6,대전,2020-08-12,19,28.4,1,91
7,울산,2020-08-12,19,28.5,2.1,88
8,강릉,2020-08-12,19,31.4,2.4,60
9,제주,2020-08-12,19,31.1,3.7,72
1,서울,2020-08-12,20,28.8,2.1,82
2,부산,2020-08-12,20,25.6,2.9,89
3,대구,2020-08-12,20,29.8,0.5,73
4,인천,2020-08-12,20,27.3,2.1,86
5,광주,2020-08-12,20,27.8,3.5,96
6,대전,2020-08-12,20,27.8,2.1,94
7,울산,2020-08-12,20,27.3,0.2,94
8,강릉,2020-08-12,20,30.7,2,62
9,제주,2020-08-12,20,29.9,2.4,79
1,서울,2020-08-12,21,28.3,3,83
2,부산,2020-08-12,21,25.8,3.2,89
3,대구,2020-08-12,21,28.5,1.4,81
4,인천,2020-08-12,21,27.1,2.3,89
5,광주,2020-08-12,21,27.2,2.9,97
6,대전,2020-08-12,21,27.5,1,93
7,울산,2020-08-12,21,26.7,1.6,97
8,강릉,2020-08-12,21,30.3,1.5,64
9,제주,2020-08-12,21,29.9,0.8,79
1,서울,2020-08-12,22,28,2,85
2,부산,2020-08-12,22,25,3.3,91
3,대구,2020-08-12,22,28.3,0.8,82
4,인천,2020-08-12,22,26.9,3.2,89
5,광주,2020-08-12,22,27.1,1.9,97
6,대전,2020-08-12,22,27.3,1.1,94
7,울산,2020-08-12,22,26.5,1.2,97
8,강릉,2020-08-12,22,30.1,1.6,65
9,제주,2020-08-12,22,29.5,1.6,80
1,서울,2020-08-12,23,27.6,2.2,85
2,부산,2020-08-12,23,25.6,3.7,91
3,대구,2020-08-12,23,28,0,87
4,인천,2020-08-12,23,26.1,3.6,91
5,광주,2020-08-12,23,26.8,2.3,97
6,대전,2020-08-12,23,27,1,95
7,울산,2020-08-12,23,26,0.7,98
8,강릉,2020-08-12,23,30.1,3.4,66
9,제주,2020-08-12,23,29,0.8,84
1,서울,2020-08-13,0,27.2,2.3,86
2,부산,2020-08-13,0,25.5,3.3,92
3,대구,2020-08-13,0,27.6,0,88
4,인천,2020-08-13,0,26.1,3.6,86
5,광주,2020-08-13,0,26.9,1.9,96
6,대전,2020-08-13,0,26.7,0.5,97
7,울산,2020-08-13,0,26.6,0.6,94
8,강릉,2020-08-13,0,29.8,2,67
9,제주,2020-08-13,0,29.2,0.7,81
1,서울,2020-08-13,1,26.9,2.3,86
2,부산,2020-08-13,1,25.5,4.2,92
3,대구,2020-08-13,1,27.6,1.2,87
4,인천,2020-08-13,1,26.2,2.2,85
5,광주,2020-08-13,1,26.6,1.5,97
6,대전,2020-08-13,1,26.5,0.9,97
7,울산,2020-08-13,1,25.6,0.8,98
8,강릉,2020-08-13,1,29.7,3.4,67
9,제주,2020-08-13,1,28.7,0.6,83
1,서울,2020-08-13,2,26.7,1.1,87
2,부산,2020-08-13,2,25.7,5,91
3,대구,2020-08-13,2,27.2,1.5,87
4,인천,2020-08-13,2,26.2,2.9,88
5,광주,2020-08-13,2,26.1,0.8,98
6,대전,2020-08-13,2,26.3,1.7,97
7,울산,2020-08-13,2,26.2,1.7,94
8,강릉,2020-08-13,2,28.9,1.7,69
9,제주,2020-08-13,2,29,1.9,78
1,서울,2020-08-13,3,26.6,1.4,88
2,부산,2020-08-13,3,25.7,4.8,92
3,대구,2020-08-13,3,27,1.4,87
4,인천,2020-08-13,3,26.2,2.9,89
5,광주,2020-08-13,3,25.8,1.4,98
6,대전,2020-08-13,3,26,1.1,97
7,울산,2020-08-13,3,25.9,1.5,95
8,강릉,2020-08-13,3,29,2.1,69
9,제주,2020-08-13,3,28.6,1.2,79
1,서울,2020-08-13,4,26.5,1.4,88
2,부산,2020-08-13,4,25.7,4.3,93
3,대구,2020-08-13,4,26.5,1.1,88
4,인천,2020-08-13,4,26.1,3.1,87
5,광주,2020-08-13,4,25.9,1.1,98
6,대전,2020-08-13,4,25.8,0.8,97
7,울산,2020-08-13,4,25.6,0.6,95
8,강릉,2020-08-13,4,28.9,2.4,69
9,제주,2020-08-13,4,28.5,0.6,79
1,서울,2020-08-13,5,26.4,1.7,88
2,부산,2020-08-13,5,25.5,3.2,93
3,대구,2020-08-13,5,26.3,1.5,89
4,인천,2020-08-13,5,26.1,3.6,87
5,광주,2020-08-13,5,26.2,2.1,98
6,대전,2020-08-13,5,25.5,0.6,97
7,울산,2020-08-13,5,26.3,1.6,90
8,강릉,2020-08-13,5,29,2.8,68
9,제주,2020-08-13,5,28.5,0.6,78
1,서울,2020-08-13,6,26.3,0.9,88
2,부산,2020-08-13,6,24.5,2.5,96
3,대구,2020-08-13,6,25.9,0,91
4,인천,2020-08-13,6,26,3.6,86
5,광주,2020-08-13,6,26.2,1.9,98
6,대전,2020-08-13,6,25.4,0.1,97
7,울산,2020-08-13,6,25.4,0.6,96
8,강릉,2020-08-13,6,29.1,1.5,68
9,제주,2020-08-13,6,29.9,3,66
1,서울,2020-08-13,7,26.5,1.2,87
2,부산,2020-08-13,7,25.5,3.3,92
3,대구,2020-08-13,7,26.1,0,91
4,인천,2020-08-13,7,26.1,4,85
5,광주,2020-08-13,7,26.7,2.1,97
6,대전,2020-08-13,7,25.6,0.8,97
7,울산,2020-08-13,7,25.6,0.4,97
8,강릉,2020-08-13,7,29.4,2.3,66
9,제주,2020-08-13,7,28.9,1.4,74
1,서울,2020-08-13,8,27,2,85
2,부산,2020-08-13,8,25.4,2.1,91
3,대구,2020-08-13,8,28.5,0.6,78
4,인천,2020-08-13,8,26.3,4,83
5,광주,2020-08-13,8,27.4,2.5,96
6,대전,2020-08-13,8,26.1,0.1,97
7,울산,2020-08-13,8,26.9,0.4,94
8,강릉,2020-08-13,8,29.7,2.6,66
9,제주,2020-08-13,8,31.2,2.2,64
1,서울,2020-08-13,9,27.4,2.8,83
2,부산,2020-08-13,9,27.9,3.4,83
3,대구,2020-08-13,9,29.8,1,70
4,인천,2020-08-13,9,26.8,3.5,81
5,광주,2020-08-13,9,27.9,2.2,94
6,대전,2020-08-13,9,27.3,0.7,93
7,울산,2020-08-13,9,29.7,1.2,77
8,강릉,2020-08-13,9,30.5,0.7,63
9,제주,2020-08-13,9,33,3.6,56
1,서울,2020-08-13,10,28.2,2,81
2,부산,2020-08-13,10,29.2,4.1,79
3,대구,2020-08-13,10,31,1.4,64
4,인천,2020-08-13,10,27.6,4.3,75
5,광주,2020-08-13,10,29.4,3.7,88
6,대전,2020-08-13,10,28.7,3.1,83
7,울산,2020-08-13,10,30.4,4.2,69
8,강릉,2020-08-13,10,32.2,4.9,54
9,제주,2020-08-13,10,33.5,7.6,53
1,서울,2020-08-13,11,28.6,2.3,78
2,부산,2020-08-13,11,29.4,4.5,80
3,대구,2020-08-13,11,31.8,3.8,58
4,인천,2020-08-13,11,27.9,4.9,75
5,광주,2020-08-13,11,29.2,3.7,91
6,대전,2020-08-13,11,30.2,3.9,77
7,울산,2020-08-13,11,31.4,3.5,67
8,강릉,2020-08-13,11,33.4,2.9,50
9,제주,2020-08-13,11,34.4,4.8,51
1,서울,2020-08-13,12,28.7,3.5,78
2,부산,2020-08-13,12,29.6,4,78
3,대구,2020-08-13,12,33.5,2.9,51
4,인천,2020-08-13,12,28.1,4.5,74
5,광주,2020-08-13,12,30.4,4,84
6,대전,2020-08-13,12,30.7,2.3,75
7,울산,2020-08-13,12,32.1,3.5,64
8,강릉,2020-08-13,12,34,2.4,51
9,제주,2020-08-13,12,35.5,5.1,48
1,서울,2020-08-13,13,29.1,3.7,78
2,부산,2020-08-13,13,29.6,6.3,79
3,대구,2020-08-13,13,33.9,2.9,49
4,인천,2020-08-13,13,28.5,4.9,73
5,광주,2020-08-13,13,31,5,79
6,대전,2020-08-13,13,30.9,2,75
7,울산,2020-08-13,13,32.3,3.9,62
8,강릉,2020-08-13,13,34.3,2.8,50
9,제주,2020-08-13,13,35.3,6.1,49
1,서울,2020-08-13,14,29.6,3,77
2,부산,2020-08-13,14,30.2,6.5,74
3,대구,2020-08-13,14,33.9,3.6,51
4,인천,2020-08-13,14,28.1,5.9,75
5,광주,2020-08-13,14,31.3,5.5,77
6,대전,2020-08-13,14,30.6,1.5,78
7,울산,2020-08-13,14,32.8,3.6,61
8,강릉,2020-08-13,14,34.2,1.4,52
9,제주,2020-08-13,14,34.8,4.2,53
1,서울,2020-08-13,15,29.5,3,77
2,부산,2020-08-13,15,31,4.6,70
3,대구,2020-08-13,15,34.8,3.6,47
4,인천,2020-08-13,15,29,5.9,70
5,광주,2020-08-13,15,31.7,4.4,78
6,대전,2020-08-13,15,31.6,3.1,73
7,울산,2020-08-13,15,33.6,2.8,58
8,강릉,2020-08-13,15,34.2,1.1,53
9,제주,2020-08-13,15,34.6,4.1,52
1,서울,2020-08-13,16,30.3,3.4,75
2,부산,2020-08-13,16,30.1,6.5,72
3,대구,2020-08-13,16,34.9,3,46
4,인천,2020-08-13,16,28.7,4.8,74
5,광주,2020-08-13,16,31.4,4,77
6,대전,2020-08-13,16,32.1,2.3,73
7,울산,2020-08-13,16,33,3.2,60
8,강릉,2020-08-13,16,33.8,2.6,53
9,제주,2020-08-13,16,34.8,3.1,52
1,서울,2020-08-13,17,30.1,2.4,74
2,부산,2020-08-13,17,29.3,6.2,77
3,대구,2020-08-13,17,34.5,2,51
4,인천,2020-08-13,17,28.2,4.5,79
5,광주,2020-08-13,17,31,4.6,82
6,대전,2020-08-13,17,31.8,1.4,73
7,울산,2020-08-13,17,32.5,3.3,64
8,강릉,2020-08-13,17,32.1,2.5,60
9,제주,2020-08-13,17,32.8,3.9,63
1,서울,2020-08-13,18,29.7,3.5,77
2,부산,2020-08-13,18,28.5,6.5,80
3,대구,2020-08-13,18,33,2.4,57
4,인천,2020-08-13,18,27.4,3.6,84
5,광주,2020-08-13,18,30.2,2.6,87
6,대전,2020-08-13,18,31.6,1,75
7,울산,2020-08-13,18,31.4,3.4,69
8,강릉,2020-08-13,18,31.7,1.3,62
9,제주,2020-08-13,18,31,3.8,71
1,서울,2020-08-13,19,28.9,3.3,81
2,부산,2020-08-13,19,27.6,6.7,83
3,대구,2020-08-13,19,31.7,1.5,61
4,인천,2020-08-13,19,27,3.3,85
5,광주,2020-08-13,19,28.9,4,86
6,대전,2020-08-13,19,30.6,1.8,80
7,울산,2020-08-13,19,30.2,3.4,76
8,강릉,2020-08-13,19,30.9,1.4,70
9,제주,2020-08-13,19,29.9,2.6,78
1,서울,2020-08-13,20,28.6,3.5,81
2,부산,2020-08-13,20,27.1,7.6,84
3,대구,2020-08-13,20,30.5,1.3,66
4,인천,2020-08-13,20,26.8,4.5,85
5,광주,2020-08-13,20,28.2,1.9,95
6,대전,2020-08-13,20,30,1.1,83
7,울산,2020-08-13,20,28.9,3.2,82
8,강릉,2020-08-13,20,30.5,1.1,69
9,제주,2020-08-13,20,28.9,2.8,85
1,서울,2020-08-13,21,28.2,3.6,82
2,부산,2020-08-13,21,27.1,7.2,85
3,대구,2020-08-13,21,29.8,1.2,68
4,인천,2020-08-13,21,26.4,4.4,87
5,광주,2020-08-13,21,27.8,1.7,96
6,대전,2020-08-13,21,29.4,0.9,87
7,울산,2020-08-13,21,28.5,4.1,84
8,강릉,2020-08-13,21,29.9,0.9,72
9,제주,2020-08-13,21,29.1,1.5,83
1,서울,2020-08-13,22,27.9,2.3,84
2,부산,2020-08-13,22,27,2.5,84
3,대구,2020-08-13,22,29.5,1.1,69
4,인천,2020-08-13,22,26.3,5.3,87
5,광주,2020-08-13,22,27.9,2.4,94
6,대전,2020-08-13,22,28.8,1.1,90
7,울산,2020-08-13,22,28.2,3.6,84
8,강릉,2020-08-13,22,29.3,1.5,75
9,제주,2020-08-13,22,29,1,82
1,서울,2020-08-13,23,27.6,4.2,85
2,부산,2020-08-13,23,26.8,5.1,86
3,대구,2020-08-13,23,28.6,1.3,74
4,인천,2020-08-13,23,26.3,4.9,86
5,광주,2020-08-13,23,27.6,2.4,94
6,대전,2020-08-13,23,28.3,1,91
7,울산,2020-08-13,23,27.7,4.1,85
8,강릉,2020-08-13,23,29,1.1,75
9,제주,2020-08-13,23,28.3,0.6,88
1,서울,2020-08-14,0,27.4,3.6,86
2,부산,2020-08-14,0,26.8,5.6,87
3,대구,2020-08-14,0,28.4,0.4,74
4,인천,2020-08-14,0,26.2,5.9,86
5,광주,2020-08-14,0,27.3,2.1,95
6,대전,2020-08-14,0,27.7,1,92
7,울산,2020-08-14,0,27.4,3.7,85
8,강릉,2020-08-14,0,29.8,1.9,69
9,제주,2020-08-14,0,28.5,0.5,86
1,서울,2020-08-14,1,27.1,3.7,86
2,부산,2020-08-14,1,26.3,7.2,89
3,대구,2020-08-14,1,27.9,0.7,79
4,인천,2020-08-14,1,26.3,5.8,85
5,광주,2020-08-14,1,27.4,2.4,95
6,대전,2020-08-14,1,27.1,1.5,94
7,울산,2020-08-14,1,27.3,2.8,84
8,강릉,2020-08-14,1,30.7,1.9,63
9,제주,2020-08-14,1,28.2,1.5,86
1,서울,2020-08-14,2,27,3.8,86
2,부산,2020-08-14,2,26.4,5,86
3,대구,2020-08-14,2,27.4,0.3,81
4,인천,2020-08-14,2,26.2,6.2,85
5,광주,2020-08-14,2,27.2,2.2,95
6,대전,2020-08-14,2,26.8,2,95
7,울산,2020-08-14,2,27.3,2.3,83
8,강릉,2020-08-14,2,30.6,2.4,63
9,제주,2020-08-14,2,28.2,1.2,85
1,서울,2020-08-14,3,27,3.3,86
2,부산,2020-08-14,3,26.6,6.1,85
3,대구,2020-08-14,3,26.7,0.9,85
4,인천,2020-08-14,3,26.2,5.5,86
5,광주,2020-08-14,3,26.9,1.9,96
6,대전,2020-08-14,3,26.7,1.3,95
7,울산,2020-08-14,3,26.9,1.8,87
8,강릉,2020-08-14,3,30.7,1.5,61
9,제주,2020-08-14,3,27.8,1.3,86
1,서울,2020-08-14,4,26.8,3.7,86
2,부산,2020-08-14,4,26.4,3.6,86
3,대구,2020-08-14,4,26.5,0.8,85
4,인천,2020-08-14,4,26.1,5.8,85
5,광주,2020-08-14,4,26.7,1.3,96
6,대전,2020-08-14,4,26.4,2,94
7,울산,2020-08-14,4,27.7,3.6,80
8,강릉,2020-08-14,4,31.3,3.3,59
9,제주,2020-08-14,4,30,4.3,62
1,서울,2020-08-14,5,26.7,2.9,86
2,부산,2020-08-14,5,26.5,5.9,86
3,대구,2020-08-14,5,26.1,0.3,87
4,인천,2020-08-14,5,26,5.9,86
5,광주,2020-08-14,5,26.7,2.3,96
6,대전,2020-08-14,5,26.1,0.9,94
